standardHomeTeamName,standardAwayTeamName,FTR,datestamp,homeTeamForm,awayTeamForm
CRYSTALPALACE,SOUTHAMPTON,H,2015-12-12,10.0,4.0
MANCITY,SWANSEA,H,2015-12-12,7.0,1.0
NORWICH,EVERTON,D,2015-12-12,5.0,7.0
SUNDERLAND,WATFORD,A,2015-12-12,6.0,9.0
WESTHAM,STOKE,D,2015-12-12,4.0,10.0
ASTONVILLA,ARSENAL,A,2015-12-13,2.0,8.0
LIVERPOOL,WESTBROM,D,2015-12-13,7.0,6.0
TOTTENHAM,NEWCASTLE,A,2015-12-13,6.0,9.0
LEICESTER,CHELSEA,H,2015-12-14,13.0,4.0
CHELSEA,SUNDERLAND,H,2015-12-19,7.0,6.0
EVERTON,LEICESTER,A,2015-12-19,6.0,13.0
MANUNITED,NORWICH,A,2015-12-19,5.0,5.0
NEWCASTLE,ASTONVILLA,D,2015-12-19,7.0,2.0
SOUTHAMPTON,TOTTENHAM,A,2015-12-19,1.0,8.0
STOKE,CRYSTALPALACE,A,2015-12-19,7.0,10.0
WESTBROM,BOURNEMOUTH,A,2015-12-19,6.0,11.0
SWANSEA,WESTHAM,D,2015-12-20,2.0,4.0
WATFORD,LIVERPOOL,H,2015-12-20,12.0,7.0
ARSENAL,MANCITY,H,2015-12-21,10.0,6.0
ASTONVILLA,WESTHAM,D,2015-12-26,3.0,5.0
BOURNEMOUTH,CRYSTALPALACE,D,2015-12-26,11.0,11.0
CHELSEA,WATFORD,D,2015-12-26,5.0,13.0
LIVERPOOL,LEICESTER,H,2015-12-26,7.0,10.0
MANCITY,SUNDERLAND,H,2015-12-26,9.0,3.0
NEWCASTLE,EVERTON,A,2015-12-26,7.0,6.0
SOUTHAMPTON,ARSENAL,H,2015-12-26,4.0,10.0
STOKE,MANUNITED,H,2015-12-26,7.0,2.0
SWANSEA,WESTBROM,H,2015-12-26,4.0,3.0
TOTTENHAM,NORWICH,H,2015-12-26,8.0,5.0
ARSENAL,BOURNEMOUTH,H,2015-12-28,12.0,10.0
CRYSTALPALACE,SWANSEA,D,2015-12-28,9.0,5.0
EVERTON,STOKE,A,2015-12-28,5.0,10.0
MANUNITED,CHELSEA,D,2015-12-28,2.0,5.0
NORWICH,ASTONVILLA,H,2015-12-28,7.0,3.0
WATFORD,TOTTENHAM,A,2015-12-28,10.0,10.0
WESTBROM,NEWCASTLE,H,2015-12-28,5.0,7.0
WESTHAM,SOUTHAMPTON,H,2015-12-28,7.0,4.0
LEICESTER,MANCITY,D,2015-12-29,10.0,7.0
SUNDERLAND,LIVERPOOL,A,2015-12-30,0.0,7.0
ARSENAL,NEWCASTLE,H,2016-01-02,12.0,4.0
LEICESTER,BOURNEMOUTH,D,2016-01-02,8.0,8.0
MANUNITED,SWANSEA,H,2016-01-02,4.0,5.0
NORWICH,SOUTHAMPTON,H,2016-01-02,10.0,3.0
SUNDERLAND,ASTONVILLA,H,2016-01-02,3.0,2.0
WATFORD,MANCITY,A,2016-01-02,7.0,10.0
WESTBROM,STOKE,H,2016-01-02,7.0,7.0
WESTHAM,LIVERPOOL,H,2016-01-02,9.0,7.0
CRYSTALPALACE,CHELSEA,A,2016-01-03,8.0,8.0
EVERTON,TOTTENHAM,D,2016-01-03,5.0,10.0
ASTONVILLA,CRYSTALPALACE,H,2016-01-12,5.0,5.0
BOURNEMOUTH,WESTHAM,A,2016-01-12,5.0,11.0
NEWCASTLE,MANUNITED,D,2016-01-12,2.0,5.0
CHELSEA,WESTBROM,D,2016-01-13,9.0,7.0
LIVERPOOL,ARSENAL,D,2016-01-13,7.0,10.0
MANCITY,EVERTON,D,2016-01-13,8.0,5.0
SOUTHAMPTON,WATFORD,H,2016-01-13,6.0,4.0
STOKE,NORWICH,H,2016-01-13,9.0,9.0
SWANSEA,SUNDERLAND,A,2016-01-13,5.0,6.0
TOTTENHAM,LEICESTER,A,2016-01-13,10.0,8.0
ASTONVILLA,LEICESTER,D,2016-01-16,5.0,6.0
BOURNEMOUTH,NORWICH,H,2016-01-16,5.0,6.0
CHELSEA,EVERTON,D,2016-01-16,7.0,6.0
MANCITY,CRYSTALPALACE,H,2016-01-16,11.0,2.0
NEWCASTLE,WESTHAM,H,2016-01-16,4.0,10.0
SOUTHAMPTON,WESTBROM,H,2016-01-16,9.0,7.0
TOTTENHAM,SUNDERLAND,H,2016-01-16,10.0,6.0
LIVERPOOL,MANUNITED,A,2016-01-17,7.0,8.0
STOKE,ARSENAL,D,2016-01-17,10.0,8.0
SWANSEA,WATFORD,H,2016-01-18,7.0,1.0
CRYSTALPALACE,TOTTENHAM,A,2016-01-23,1.0,10.0
LEICESTER,STOKE,H,2016-01-23,9.0,7.0
MANUNITED,SOUTHAMPTON,A,2016-01-23,8.0,9.0
NORWICH,LIVERPOOL,A,2016-01-23,6.0,7.0
SUNDERLAND,BOURNEMOUTH,D,2016-01-23,7.0,5.0
WATFORD,NEWCASTLE,H,2016-01-23,3.0,4.0
WESTBROM,ASTONVILLA,D,2016-01-23,8.0,5.0
WESTHAM,MANCITY,D,2016-01-23,10.0,9.0
ARSENAL,CHELSEA,A,2016-01-24,8.0,9.0
EVERTON,SWANSEA,A,2016-01-24,3.0,7.0
ARSENAL,SOUTHAMPTON,D,2016-02-02,6.0,10.0
CRYSTALPALACE,BOURNEMOUTH,A,2016-02-02,0.0,8.0
LEICESTER,LIVERPOOL,H,2016-02-02,11.0,4.0
MANUNITED,STOKE,H,2016-02-02,10.0,4.0
NORWICH,TOTTENHAM,A,2016-02-02,3.0,10.0
SUNDERLAND,MANCITY,A,2016-02-02,7.0,11.0
WESTBROM,SWANSEA,D,2016-02-02,6.0,7.0
WESTHAM,ASTONVILLA,H,2016-02-02,10.0,5.0
EVERTON,NEWCASTLE,H,2016-02-03,6.0,4.0
WATFORD,CHELSEA,D,2016-02-03,4.0,9.0
ASTONVILLA,NORWICH,H,2016-02-06,8.0,0.0
LIVERPOOL,SUNDERLAND,D,2016-02-06,5.0,5.0
MANCITY,LEICESTER,A,2016-02-06,8.0,13.0
NEWCASTLE,WESTBROM,H,2016-02-06,7.0,3.0
SOUTHAMPTON,WESTHAM,H,2016-02-06,13.0,7.0
STOKE,EVERTON,A,2016-02-06,4.0,8.0
SWANSEA,CRYSTALPALACE,D,2016-02-06,8.0,1.0
TOTTENHAM,WATFORD,H,2016-02-06,12.0,4.0
BOURNEMOUTH,ARSENAL,A,2016-02-07,7.0,6.0
CHELSEA,MANUNITED,D,2016-02-07,7.0,8.0
BOURNEMOUTH,STOKE,A,2016-02-13,7.0,4.0
CHELSEA,NEWCASTLE,H,2016-02-13,9.0,6.0
CRYSTALPALACE,WATFORD,A,2016-02-13,1.0,7.0
EVERTON,WESTBROM,A,2016-02-13,7.0,5.0
NORWICH,WESTHAM,D,2016-02-13,1.0,5.0
SUNDERLAND,MANUNITED,H,2016-02-13,5.0,7.0
SWANSEA,SOUTHAMPTON,A,2016-02-13,8.0,13.0
ARSENAL,LEICESTER,H,2016-02-14,8.0,10.0
ASTONVILLA,LIVERPOOL,A,2016-02-14,5.0,7.0
MANCITY,TOTTENHAM,A,2016-02-14,7.0,15.0
LEICESTER,NORWICH,H,2016-02-27,12.0,1.0
SOUTHAMPTON,CHELSEA,A,2016-02-27,10.0,11.0
STOKE,ASTONVILLA,H,2016-02-27,6.0,4.0
WATFORD,BOURNEMOUTH,D,2016-02-27,8.0,5.0
WESTBROM,CRYSTALPALACE,H,2016-02-27,8.0,1.0
WESTHAM,SUNDERLAND,H,2016-02-27,8.0,5.0
MANUNITED,ARSENAL,H,2016-02-28,7.0,7.0
TOTTENHAM,SWANSEA,H,2016-02-28,15.0,5.0
ASTONVILLA,EVERTON,A,2016-03-01,3.0,9.0
BOURNEMOUTH,SOUTHAMPTON,H,2016-03-01,7.0,7.0
LEICESTER,WESTBROM,D,2016-03-01,10.0,8.0
NORWICH,CHELSEA,A,2016-03-01,1.0,11.0
SUNDERLAND,CRYSTALPALACE,D,2016-03-01,5.0,2.0
ARSENAL,SWANSEA,A,2016-03-02,7.0,5.0
LIVERPOOL,MANCITY,H,2016-03-02,10.0,4.0
MANUNITED,WATFORD,H,2016-03-02,10.0,5.0
STOKE,NEWCASTLE,H,2016-03-02,9.0,3.0
WESTHAM,TOTTENHAM,H,2016-03-02,10.0,12.0
CHELSEA,STOKE,D,2016-03-05,11.0,10.0
EVERTON,WESTHAM,A,2016-03-05,9.0,10.0
MANCITY,ASTONVILLA,H,2016-03-05,6.0,3.0
NEWCASTLE,BOURNEMOUTH,A,2016-03-05,3.0,7.0
SOUTHAMPTON,SUNDERLAND,D,2016-03-05,7.0,6.0
SWANSEA,NORWICH,H,2016-03-05,7.0,1.0
TOTTENHAM,ARSENAL,D,2016-03-05,10.0,7.0
WATFORD,LEICESTER,A,2016-03-05,4.0,10.0
CRYSTALPALACE,LIVERPOOL,A,2016-03-06,2.0,10.0
WESTBROM,MANUNITED,H,2016-03-06,10.0,7.0
BOURNEMOUTH,SWANSEA,H,2016-03-12,10.0,6.0
NORWICH,MANCITY,D,2016-03-12,2.0,4.0
STOKE,SOUTHAMPTON,A,2016-03-12,10.0,7.0
ASTONVILLA,TOTTENHAM,A,2016-03-13,0.0,10.0
LEICESTER,NEWCASTLE,H,2016-03-14,10.0,3.0
CHELSEA,WESTHAM,D,2016-03-19,11.0,11.0
CRYSTALPALACE,LEICESTER,A,2016-03-19,1.0,13.0
EVERTON,ARSENAL,A,2016-03-19,6.0,7.0
SWANSEA,ASTONVILLA,H,2016-03-19,9.0,0.0
WATFORD,STOKE,A,2016-03-19,4.0,10.0
WESTBROM,NORWICH,A,2016-03-19,10.0,4.0
MANCITY,MANUNITED,A,2016-03-20,4.0,9.0
NEWCASTLE,SUNDERLAND,D,2016-03-20,1.0,6.0
SOUTHAMPTON,LIVERPOOL,H,2016-03-20,7.0,10.0
TOTTENHAM,BOURNEMOUTH,H,2016-03-20,10.0,10.0
ARSENAL,WATFORD,H,2016-04-02,7.0,1.0
ASTONVILLA,CHELSEA,A,2016-04-02,0.0,11.0
BOURNEMOUTH,MANCITY,A,2016-04-02,9.0,7.0
LIVERPOOL,TOTTENHAM,D,2016-04-02,10.0,8.0
NORWICH,NEWCASTLE,H,2016-04-02,7.0,1.0
STOKE,SWANSEA,D,2016-04-02,8.0,10.0
SUNDERLAND,WESTBROM,D,2016-04-02,4.0,8.0
WESTHAM,CRYSTALPALACE,D,2016-04-02,11.0,2.0
LEICESTER,SOUTHAMPTON,H,2016-04-03,13.0,7.0
MANUNITED,EVERTON,H,2016-04-03,12.0,3.0
ASTONVILLA,BOURNEMOUTH,A,2016-04-09,0.0,9.0
CRYSTALPALACE,NORWICH,H,2016-04-09,5.0,7.0
MANCITY,WESTBROM,H,2016-04-09,10.0,5.0
SOUTHAMPTON,NEWCASTLE,H,2016-04-09,10.0,1.0
SWANSEA,CHELSEA,H,2016-04-09,10.0,8.0
WATFORD,EVERTON,D,2016-04-09,1.0,4.0
WESTHAM,ARSENAL,D,2016-04-09,9.0,8.0
LIVERPOOL,STOKE,H,2016-04-10,10.0,5.0
SUNDERLAND,LEICESTER,A,2016-04-10,4.0,15.0
TOTTENHAM,MANUNITED,H,2016-04-10,11.0,9.0
CRYSTALPALACE,EVERTON,D,2016-04-13,5.0,2.0
CHELSEA,MANCITY,A,2016-04-16,5.0,10.0
EVERTON,SOUTHAMPTON,D,2016-04-16,3.0,10.0
MANUNITED,ASTONVILLA,H,2016-04-16,9.0,0.0
NEWCASTLE,SWANSEA,H,2016-04-16,4.0,7.0
NORWICH,SUNDERLAND,A,2016-04-16,7.0,6.0
WESTBROM,WATFORD,A,2016-04-16,4.0,4.0
ARSENAL,CRYSTALPALACE,D,2016-04-17,9.0,6.0
BOURNEMOUTH,LIVERPOOL,A,2016-04-17,6.0,10.0
LEICESTER,WESTHAM,D,2016-04-17,13.0,7.0
STOKE,TOTTENHAM,A,2016-04-18,4.0,13.0
NEWCASTLE,MANCITY,D,2016-04-19,5.0,10.0
LIVERPOOL,EVERTON,H,2016-04-20,10.0,3.0
MANUNITED,CRYSTALPALACE,H,2016-04-20,12.0,6.0
WESTHAM,WATFORD,H,2016-04-20,7.0,4.0
ARSENAL,WESTBROM,H,2016-04-21,11.0,1.0
ASTONVILLA,SOUTHAMPTON,A,2016-04-23,0.0,10.0
BOURNEMOUTH,CHELSEA,A,2016-04-23,3.0,7.0
LIVERPOOL,NEWCASTLE,D,2016-04-23,11.0,5.0
MANCITY,STOKE,H,2016-04-23,13.0,4.0
LEICESTER,SWANSEA,H,2016-04-24,13.0,7.0
SUNDERLAND,ARSENAL,D,2016-04-24,6.0,9.0
TOTTENHAM,WESTBROM,D,2016-04-25,11.0,2.0
ARSENAL,NORWICH,H,2016-04-30,9.0,6.0
EVERTON,BOURNEMOUTH,H,2016-04-30,6.0,3.0
NEWCASTLE,CRYSTALPALACE,H,2016-04-30,8.0,5.0
STOKE,SUNDERLAND,D,2016-04-30,2.0,6.0
WATFORD,ASTONVILLA,H,2016-04-30,7.0,0.0
WESTBROM,WESTHAM,A,2016-04-30,1.0,9.0
MANUNITED,LEICESTER,D,2016-05-01,10.0,11.0
SOUTHAMPTON,MANCITY,H,2016-05-01,10.0,10.0
SWANSEA,LIVERPOOL,H,2016-05-01,7.0,10.0
CHELSEA,TOTTENHAM,D,2016-05-02,7.0,9.0
ASTONVILLA,NEWCASTLE,D,2016-05-07,1.0,9.0
BOURNEMOUTH,WESTBROM,D,2016-05-07,4.0,2.0
CRYSTALPALACE,STOKE,H,2016-05-07,5.0,1.0
LEICESTER,EVERTON,H,2016-05-07,11.0,5.0
NORWICH,MANUNITED,A,2016-05-07,3.0,10.0
SUNDERLAND,CHELSEA,H,2016-05-07,8.0,4.0
WESTHAM,SWANSEA,A,2016-05-07,8.0,9.0
LIVERPOOL,WATFORD,H,2016-05-08,10.0,7.0
MANCITY,ARSENAL,D,2016-05-08,8.0,9.0
TOTTENHAM,SOUTHAMPTON,A,2016-05-08,8.0,13.0
WESTHAM,MANUNITED,H,2016-05-10,10.0,10.0
LIVERPOOL,CHELSEA,D,2016-05-11,8.0,5.0
NORWICH,WATFORD,H,2016-05-11,3.0,6.0
SUNDERLAND,EVERTON,H,2016-05-11,11.0,4.0
ARSENAL,ASTONVILLA,H,2016-05-15,11.0,1.0
CHELSEA,LEICESTER,D,2016-05-15,6.0,9.0
EVERTON,NORWICH,H,2016-05-15,6.0,3.0
NEWCASTLE,TOTTENHAM,H,2016-05-15,9.0,5.0
SOUTHAMPTON,CRYSTALPALACE,H,2016-05-15,13.0,4.0
STOKE,WESTHAM,H,2016-05-15,4.0,9.0
SWANSEA,MANCITY,D,2016-05-15,7.0,6.0
WATFORD,SUNDERLAND,D,2016-05-15,4.0,9.0
WESTBROM,LIVERPOOL,D,2016-05-15,3.0,6.0
MANUNITED,BOURNEMOUTH,H,2016-05-17,10.0,1.0
BURNLEY,SWANSEA,A,2016-08-13,7.0,10.0
CRYSTALPALACE,WESTBROM,A,2016-08-13,3.0,6.0
EVERTON,TOTTENHAM,D,2016-08-13,7.0,3.0
HULL,LEICESTER,H,2016-08-13,4.0,8.0
MANCITY,SUNDERLAND,H,2016-08-13,8.0,8.0
MIDDLESBROUGH,STOKE,D,2016-08-13,2.0,5.0
SOUTHAMPTON,WATFORD,D,2016-08-13,13.0,5.0
ARSENAL,LIVERPOOL,A,2016-08-14,8.0,8.0
BOURNEMOUTH,MANUNITED,A,2016-08-14,1.0,10.0
CHELSEA,WESTHAM,H,2016-08-15,6.0,6.0
MANUNITED,SOUTHAMPTON,H,2016-08-19,12.0,10.0
BURNLEY,LIVERPOOL,H,2016-08-20,10.0,8.0
LEICESTER,ARSENAL,D,2016-08-20,6.0,8.0
STOKE,MANCITY,A,2016-08-20,5.0,8.0
SWANSEA,HULL,A,2016-08-20,10.0,7.0
TOTTENHAM,CRYSTALPALACE,H,2016-08-20,5.0,3.0
WATFORD,CHELSEA,A,2016-08-20,2.0,8.0
WESTBROM,EVERTON,A,2016-08-20,5.0,7.0
SUNDERLAND,MIDDLESBROUGH,A,2016-08-21,7.0,5.0
WESTHAM,BOURNEMOUTH,H,2016-08-21,6.0,1.0
CHELSEA,BURNLEY,H,2016-08-27,11.0,7.0
CRYSTALPALACE,BOURNEMOUTH,D,2016-08-27,4.0,2.0
EVERTON,STOKE,H,2016-08-27,10.0,4.0
HULL,MANUNITED,A,2016-08-27,7.0,12.0
LEICESTER,SWANSEA,H,2016-08-27,8.0,7.0
SOUTHAMPTON,SUNDERLAND,D,2016-08-27,8.0,5.0
TOTTENHAM,LIVERPOOL,D,2016-08-27,5.0,6.0
WATFORD,ARSENAL,A,2016-08-27,2.0,8.0
MANCITY,WESTHAM,H,2016-08-28,11.0,6.0
WESTBROM,MIDDLESBROUGH,D,2016-08-28,6.0,6.0
ARSENAL,SOUTHAMPTON,H,2016-09-10,10.0,5.0
BOURNEMOUTH,WESTBROM,H,2016-09-10,4.0,5.0
BURNLEY,HULL,D,2016-09-10,7.0,8.0
LIVERPOOL,LEICESTER,H,2016-09-10,8.0,5.0
MANUNITED,MANCITY,A,2016-09-10,12.0,13.0
MIDDLESBROUGH,CRYSTALPALACE,A,2016-09-10,5.0,4.0
STOKE,TOTTENHAM,A,2016-09-10,4.0,8.0
WESTHAM,WATFORD,A,2016-09-10,3.0,5.0
SWANSEA,CHELSEA,D,2016-09-11,5.0,11.0
SUNDERLAND,EVERTON,A,2016-09-12,2.0,13.0
CHELSEA,LIVERPOOL,A,2016-09-16,10.0,10.0
EVERTON,MIDDLESBROUGH,H,2016-09-17,13.0,5.0
HULL,ARSENAL,A,2016-09-17,7.0,10.0
LEICESTER,BURNLEY,H,2016-09-17,7.0,4.0
MANCITY,BOURNEMOUTH,H,2016-09-17,15.0,4.0
WESTBROM,WESTHAM,H,2016-09-17,7.0,3.0
CRYSTALPALACE,STOKE,H,2016-09-18,7.0,1.0
SOUTHAMPTON,SWANSEA,H,2016-09-18,5.0,4.0
TOTTENHAM,SUNDERLAND,H,2016-09-18,11.0,1.0
WATFORD,MANUNITED,H,2016-09-18,7.0,9.0
ARSENAL,CHELSEA,H,2016-09-24,13.0,7.0
BOURNEMOUTH,EVERTON,H,2016-09-24,7.0,12.0
LIVERPOOL,HULL,H,2016-09-24,10.0,4.0
MANUNITED,LEICESTER,H,2016-09-24,9.0,7.0
MIDDLESBROUGH,TOTTENHAM,A,2016-09-24,4.0,13.0
STOKE,WESTBROM,D,2016-09-24,1.0,5.0
SUNDERLAND,CRYSTALPALACE,A,2016-09-24,1.0,10.0
SWANSEA,MANCITY,A,2016-09-24,1.0,15.0
WESTHAM,SOUTHAMPTON,A,2016-09-25,3.0,7.0
BURNLEY,WATFORD,H,2016-09-26,7.0,6.0
EVERTON,CRYSTALPALACE,D,2016-09-30,10.0,11.0
HULL,CHELSEA,A,2016-10-01,1.0,7.0
SUNDERLAND,WESTBROM,D,2016-10-01,2.0,6.0
SWANSEA,LIVERPOOL,A,2016-10-01,1.0,13.0
WATFORD,BOURNEMOUTH,D,2016-10-01,7.0,8.0
WESTHAM,MIDDLESBROUGH,D,2016-10-01,1.0,2.0
BURNLEY,ARSENAL,A,2016-10-02,4.0,15.0
LEICESTER,SOUTHAMPTON,D,2016-10-02,7.0,8.0
MANUNITED,STOKE,D,2016-10-02,7.0,2.0
TOTTENHAM,MANCITY,H,2016-10-02,13.0,12.0
ARSENAL,SWANSEA,H,2016-10-15,15.0,1.0
BOURNEMOUTH,HULL,H,2016-10-15,10.0,1.0
CHELSEA,LEICESTER,H,2016-10-15,7.0,4.0
CRYSTALPALACE,WESTHAM,A,2016-10-15,10.0,4.0
MANCITY,EVERTON,D,2016-10-15,10.0,8.0
STOKE,SUNDERLAND,H,2016-10-15,5.0,1.0
WESTBROM,TOTTENHAM,D,2016-10-15,6.0,13.0
MIDDLESBROUGH,WATFORD,A,2016-10-16,1.0,10.0
SOUTHAMPTON,BURNLEY,H,2016-10-16,10.0,4.0
LIVERPOOL,MANUNITED,D,2016-10-17,13.0,5.0
ARSENAL,MIDDLESBROUGH,D,2016-10-22,13.0,2.0
BOURNEMOUTH,TOTTENHAM,D,2016-10-22,8.0,11.0
BURNLEY,EVERTON,H,2016-10-22,6.0,5.0
HULL,STOKE,A,2016-10-22,0.0,8.0
LEICESTER,CRYSTALPALACE,H,2016-10-22,7.0,7.0
LIVERPOOL,WESTBROM,H,2016-10-22,13.0,6.0
SWANSEA,WATFORD,D,2016-10-22,1.0,8.0
WESTHAM,SUNDERLAND,H,2016-10-22,7.0,1.0
CHELSEA,MANUNITED,H,2016-10-23,9.0,5.0
MANCITY,SOUTHAMPTON,D,2016-10-23,8.0,11.0
CRYSTALPALACE,LIVERPOOL,A,2016-10-29,4.0,13.0
MANUNITED,BURNLEY,D,2016-10-29,6.0,7.0
MIDDLESBROUGH,BOURNEMOUTH,H,2016-10-29,5.0,8.0
SUNDERLAND,ARSENAL,A,2016-10-29,1.0,13.0
TOTTENHAM,LEICESTER,D,2016-10-29,9.0,5.0
WATFORD,HULL,H,2016-10-29,8.0,0.0
WESTBROM,MANCITY,A,2016-10-29,3.0,8.0
EVERTON,WESTHAM,H,2016-10-30,5.0,7.0
SOUTHAMPTON,CHELSEA,A,2016-10-30,8.0,12.0
STOKE,SWANSEA,H,2016-10-31,11.0,1.0
BOURNEMOUTH,SUNDERLAND,A,2016-11-05,5.0,4.0
BURNLEY,CRYSTALPALACE,H,2016-11-05,7.0,1.0
CHELSEA,EVERTON,H,2016-11-05,15.0,5.0
MANCITY,MIDDLESBROUGH,D,2016-11-05,6.0,6.0
WESTHAM,STOKE,D,2016-11-05,8.0,11.0
ARSENAL,TOTTENHAM,D,2016-11-06,11.0,7.0
HULL,SOUTHAMPTON,H,2016-11-06,3.0,5.0
LEICESTER,WESTBROM,A,2016-11-06,5.0,5.0
LIVERPOOL,WATFORD,H,2016-11-06,13.0,8.0
SWANSEA,MANUNITED,A,2016-11-06,1.0,6.0
CRYSTALPALACE,MANCITY,A,2016-11-19,0.0,9.0
EVERTON,SWANSEA,D,2016-11-19,5.0,2.0
MANUNITED,ARSENAL,D,2016-11-19,6.0,9.0
SOUTHAMPTON,LIVERPOOL,D,2016-11-19,5.0,11.0
STOKE,BOURNEMOUTH,A,2016-11-19,10.0,7.0
SUNDERLAND,HULL,H,2016-11-19,6.0,3.0
TOTTENHAM,WESTHAM,H,2016-11-19,7.0,7.0
WATFORD,LEICESTER,H,2016-11-19,10.0,4.0
MIDDLESBROUGH,CHELSEA,A,2016-11-20,5.0,15.0
WESTBROM,BURNLEY,H,2016-11-21,7.0,7.0
BURNLEY,MANCITY,A,2016-11-26,7.0,11.0
CHELSEA,TOTTENHAM,H,2016-11-26,15.0,6.0
HULL,WESTBROM,D,2016-11-26,4.0,7.0
LEICESTER,MIDDLESBROUGH,D,2016-11-26,5.0,6.0
LIVERPOOL,SUNDERLAND,H,2016-11-26,13.0,6.0
SWANSEA,CRYSTALPALACE,H,2016-11-26,5.0,0.0
ARSENAL,BOURNEMOUTH,H,2016-11-27,9.0,4.0
MANUNITED,WESTHAM,D,2016-11-27,6.0,5.0
SOUTHAMPTON,EVERTON,H,2016-11-27,5.0,4.0
WATFORD,STOKE,A,2016-11-27,7.0,10.0
CRYSTALPALACE,SOUTHAMPTON,H,2016-12-03,3.0,4.0
MANCITY,CHELSEA,A,2016-12-03,10.0,15.0
STOKE,BURNLEY,H,2016-12-03,10.0,4.0
SUNDERLAND,LEICESTER,H,2016-12-03,9.0,2.0
TOTTENHAM,SWANSEA,H,2016-12-03,8.0,4.0
WESTBROM,WATFORD,H,2016-12-03,10.0,6.0
WESTHAM,ARSENAL,A,2016-12-03,2.0,11.0
BOURNEMOUTH,LIVERPOOL,H,2016-12-04,6.0,10.0
EVERTON,MANUNITED,D,2016-12-04,5.0,7.0
MIDDLESBROUGH,HULL,H,2016-12-05,8.0,4.0
ARSENAL,STOKE,H,2016-12-10,11.0,7.0
BURNLEY,BOURNEMOUTH,H,2016-12-10,6.0,6.0
HULL,CRYSTALPALACE,D,2016-12-10,5.0,4.0
LEICESTER,MANCITY,H,2016-12-10,4.0,7.0
SWANSEA,SUNDERLAND,H,2016-12-10,7.0,9.0
WATFORD,EVERTON,H,2016-12-10,6.0,2.0
CHELSEA,WESTBROM,H,2016-12-11,15.0,10.0
LIVERPOOL,WESTHAM,D,2016-12-11,8.0,3.0
MANUNITED,TOTTENHAM,H,2016-12-11,9.0,7.0
SOUTHAMPTON,MIDDLESBROUGH,H,2016-12-11,7.0,5.0
BOURNEMOUTH,LEICESTER,H,2016-12-13,9.0,4.0
EVERTON,ARSENAL,H,2016-12-13,5.0,10.0
CRYSTALPALACE,MANUNITED,A,2016-12-14,4.0,9.0
MANCITY,WATFORD,H,2016-12-14,9.0,6.0
MIDDLESBROUGH,LIVERPOOL,A,2016-12-14,4.0,8.0
STOKE,SOUTHAMPTON,D,2016-12-14,7.0,8.0
SUNDERLAND,CHELSEA,A,2016-12-14,6.0,15.0
TOTTENHAM,HULL,H,2016-12-14,9.0,2.0
WESTBROM,SWANSEA,H,2016-12-14,10.0,7.0
WESTHAM,BURNLEY,H,2016-12-14,5.0,3.0
CRYSTALPALACE,CHELSEA,A,2016-12-17,4.0,15.0
MIDDLESBROUGH,SWANSEA,H,2016-12-17,7.0,6.0
STOKE,LEICESTER,D,2016-12-17,8.0,5.0
SUNDERLAND,WATFORD,H,2016-12-17,6.0,3.0
WESTBROM,MANUNITED,A,2016-12-17,7.0,11.0
WESTHAM,HULL,H,2016-12-17,8.0,2.0
BOURNEMOUTH,SOUTHAMPTON,A,2016-12-18,6.0,10.0
MANCITY,ARSENAL,H,2016-12-18,9.0,9.0
TOTTENHAM,BURNLEY,H,2016-12-18,9.0,3.0
EVERTON,LIVERPOOL,A,2016-12-19,4.0,10.0
ARSENAL,WESTBROM,H,2016-12-26,9.0,6.0
BURNLEY,MIDDLESBROUGH,H,2016-12-26,6.0,6.0
CHELSEA,BOURNEMOUTH,H,2016-12-26,15.0,6.0
HULL,MANCITY,A,2016-12-26,1.0,9.0
LEICESTER,EVERTON,A,2016-12-26,4.0,7.0
MANUNITED,SUNDERLAND,H,2016-12-26,13.0,6.0
SWANSEA,WESTHAM,A,2016-12-26,3.0,10.0
WATFORD,CRYSTALPALACE,D,2016-12-26,4.0,5.0
LIVERPOOL,STOKE,H,2016-12-27,10.0,5.0
SOUTHAMPTON,TOTTENHAM,A,2016-12-28,7.0,12.0
HULL,EVERTON,D,2016-12-30,2.0,7.0
BURNLEY,SUNDERLAND,H,2016-12-31,9.0,3.0
CHELSEA,STOKE,H,2016-12-31,15.0,2.0
LEICESTER,WESTHAM,H,2016-12-31,7.0,10.0
LIVERPOOL,MANCITY,H,2016-12-31,13.0,9.0
MANUNITED,MIDDLESBROUGH,H,2016-12-31,15.0,3.0
SOUTHAMPTON,WESTBROM,A,2016-12-31,7.0,6.0
SWANSEA,BOURNEMOUTH,A,2016-12-31,3.0,6.0
ARSENAL,CRYSTALPALACE,H,2017-01-01,9.0,2.0
WATFORD,TOTTENHAM,A,2017-01-01,4.0,12.0
EVERTON,SOUTHAMPTON,H,2017-01-02,10.0,4.0
MANCITY,BURNLEY,H,2017-01-02,12.0,6.0
MIDDLESBROUGH,LEICESTER,D,2017-01-02,4.0,5.0
SUNDERLAND,LIVERPOOL,D,2017-01-02,4.0,13.0
WESTBROM,HULL,H,2017-01-02,9.0,1.0
WESTHAM,MANUNITED,A,2017-01-02,9.0,15.0
BOURNEMOUTH,ARSENAL,D,2017-01-03,7.0,7.0
CRYSTALPALACE,SWANSEA,A,2017-01-03,1.0,3.0
STOKE,WATFORD,H,2017-01-03,5.0,1.0
