standardHomeTeamName,standardAwayTeamName,FTR,datestamp,homeTeamForm,awayTeamForm
ARSENAL,COVENTRY,A,1993-08-14,0.0,3.0
ASTONVILLA,QPR,H,1993-08-14,3.0,0.0
CHELSEA,BLACKBURN,A,1993-08-14,0.0,3.0
LIVERPOOL,SHEFFIELDWEDS,H,1993-08-14,3.0,0.0
MANCITY,LEEDS,D,1993-08-14,1.0,1.0
NEWCASTLE,TOTTENHAM,A,1993-08-14,0.0,3.0
OLDHAM,IPSWICH,A,1993-08-14,0.0,3.0
SHEFFIELDUNITED,SWINDON,H,1993-08-14,3.0,0.0
SOUTHAMPTON,EVERTON,A,1993-08-14,0.0,3.0
WESTHAM,WIMBLEDON,A,1993-08-14,0.0,3.0
NORWICH,MANUNITED,A,1993-08-15,0.0,3.0
TOTTENHAM,ARSENAL,A,1993-08-16,3.0,3.0
EVERTON,MANCITY,H,1993-08-17,6.0,1.0
IPSWICH,SOUTHAMPTON,H,1993-08-17,6.0,0.0
LEEDS,WESTHAM,H,1993-08-17,4.0,0.0
WIMBLEDON,CHELSEA,D,1993-08-17,4.0,1.0
BLACKBURN,NORWICH,A,1993-08-18,3.0,3.0
COVENTRY,NEWCASTLE,H,1993-08-18,6.0,0.0
MANUNITED,SHEFFIELDUNITED,H,1993-08-18,6.0,3.0
QPR,LIVERPOOL,A,1993-08-18,0.0,6.0
SHEFFIELDWEDS,ASTONVILLA,D,1993-08-18,1.0,4.0
SWINDON,OLDHAM,A,1993-08-18,0.0,3.0
BLACKBURN,OLDHAM,H,1993-08-21,6.0,3.0
COVENTRY,WESTHAM,D,1993-08-21,7.0,1.0
EVERTON,SHEFFIELDUNITED,H,1993-08-21,9.0,3.0
IPSWICH,CHELSEA,H,1993-08-21,9.0,1.0
LEEDS,NORWICH,A,1993-08-21,4.0,6.0
MANUNITED,NEWCASTLE,D,1993-08-21,7.0,1.0
QPR,SOUTHAMPTON,H,1993-08-21,3.0,0.0
SHEFFIELDWEDS,ARSENAL,A,1993-08-21,1.0,6.0
TOTTENHAM,MANCITY,H,1993-08-21,6.0,1.0
WIMBLEDON,ASTONVILLA,D,1993-08-21,5.0,5.0
SWINDON,LIVERPOOL,A,1993-08-22,0.0,9.0
ASTONVILLA,MANUNITED,A,1993-08-23,5.0,10.0
ARSENAL,LEEDS,H,1993-08-24,9.0,4.0
MANCITY,BLACKBURN,A,1993-08-24,1.0,9.0
OLDHAM,COVENTRY,D,1993-08-24,4.0,8.0
SHEFFIELDUNITED,WIMBLEDON,H,1993-08-24,6.0,5.0
CHELSEA,QPR,H,1993-08-25,4.0,3.0
LIVERPOOL,TOTTENHAM,A,1993-08-25,9.0,9.0
NEWCASTLE,EVERTON,H,1993-08-25,4.0,9.0
NORWICH,IPSWICH,H,1993-08-25,9.0,9.0
SOUTHAMPTON,SWINDON,H,1993-08-25,3.0,0.0
WESTHAM,SHEFFIELDWEDS,H,1993-08-25,4.0,1.0
MANCITY,COVENTRY,D,1993-08-27,2.0,9.0
ARSENAL,EVERTON,H,1993-08-28,12.0,9.0
ASTONVILLA,TOTTENHAM,H,1993-08-28,8.0,9.0
CHELSEA,SHEFFIELDWEDS,D,1993-08-28,5.0,2.0
LIVERPOOL,LEEDS,H,1993-08-28,12.0,4.0
NORWICH,SWINDON,D,1993-08-28,10.0,1.0
OLDHAM,WIMBLEDON,D,1993-08-28,5.0,6.0
SHEFFIELDUNITED,IPSWICH,D,1993-08-28,7.0,10.0
SOUTHAMPTON,MANUNITED,A,1993-08-28,3.0,13.0
WESTHAM,QPR,A,1993-08-28,4.0,6.0
NEWCASTLE,BLACKBURN,D,1993-08-29,5.0,10.0
LEEDS,OLDHAM,H,1993-08-30,6.0,5.0
EVERTON,ASTONVILLA,A,1993-08-31,6.0,8.0
IPSWICH,NEWCASTLE,D,1993-08-31,8.0,6.0
WIMBLEDON,SOUTHAMPTON,H,1993-08-31,6.0,3.0
BLACKBURN,ARSENAL,D,1993-09-01,8.0,13.0
COVENTRY,LIVERPOOL,H,1993-09-01,9.0,9.0
MANUNITED,WESTHAM,H,1993-09-01,13.0,4.0
QPR,SHEFFIELDUNITED,H,1993-09-01,9.0,4.0
SHEFFIELDWEDS,NORWICH,D,1993-09-01,3.0,11.0
SWINDON,MANCITY,A,1993-09-01,1.0,4.0
TOTTENHAM,CHELSEA,D,1993-09-01,7.0,6.0
ARSENAL,IPSWICH,H,1993-09-11,13.0,5.0
ASTONVILLA,COVENTRY,D,1993-09-11,8.0,7.0
CHELSEA,MANUNITED,H,1993-09-11,8.0,10.0
MANCITY,QPR,H,1993-09-11,7.0,9.0
NORWICH,WIMBLEDON,A,1993-09-11,8.0,8.0
OLDHAM,EVERTON,A,1993-09-11,2.0,6.0
SHEFFIELDUNITED,TOTTENHAM,D,1993-09-11,5.0,8.0
SOUTHAMPTON,LEEDS,A,1993-09-11,3.0,6.0
WESTHAM,SWINDON,D,1993-09-11,5.0,2.0
LIVERPOOL,BLACKBURN,A,1993-09-12,6.0,11.0
NEWCASTLE,SHEFFIELDWEDS,H,1993-09-13,9.0,2.0
BLACKBURN,WESTHAM,A,1993-09-18,8.0,7.0
COVENTRY,CHELSEA,D,1993-09-18,7.0,9.0
EVERTON,LIVERPOOL,H,1993-09-18,6.0,3.0
IPSWICH,ASTONVILLA,A,1993-09-18,2.0,10.0
LEEDS,SHEFFIELDUNITED,H,1993-09-18,9.0,5.0
QPR,NORWICH,D,1993-09-18,7.0,6.0
SHEFFIELDWEDS,SOUTHAMPTON,H,1993-09-18,5.0,3.0
SWINDON,NEWCASTLE,D,1993-09-18,3.0,9.0
TOTTENHAM,OLDHAM,H,1993-09-18,8.0,2.0
MANUNITED,ARSENAL,H,1993-09-19,12.0,10.0
WIMBLEDON,MANCITY,H,1993-09-20,10.0,7.0
ARSENAL,SOUTHAMPTON,H,1993-09-25,10.0,0.0
BLACKBURN,SHEFFIELDWEDS,D,1993-09-25,6.0,6.0
CHELSEA,LIVERPOOL,H,1993-09-25,9.0,3.0
COVENTRY,LEEDS,A,1993-09-25,6.0,12.0
EVERTON,NORWICH,A,1993-09-25,6.0,6.0
MANUNITED,SWINDON,H,1993-09-25,12.0,3.0
NEWCASTLE,WESTHAM,H,1993-09-25,9.0,4.0
OLDHAM,ASTONVILLA,D,1993-09-25,2.0,11.0
SHEFFIELDUNITED,MANCITY,A,1993-09-25,2.0,10.0
IPSWICH,TOTTENHAM,D,1993-09-26,3.0,6.0
WIMBLEDON,QPR,D,1993-09-27,11.0,8.0
ASTONVILLA,NEWCASTLE,A,1993-10-02,8.0,11.0
LEEDS,WIMBLEDON,H,1993-10-02,15.0,10.0
LIVERPOOL,ARSENAL,D,1993-10-02,1.0,8.0
NORWICH,COVENTRY,H,1993-10-02,8.0,5.0
QPR,IPSWICH,H,1993-10-02,8.0,2.0
SHEFFIELDWEDS,MANUNITED,A,1993-10-02,5.0,12.0
SOUTHAMPTON,SHEFFIELDUNITED,D,1993-10-02,1.0,2.0
SWINDON,BLACKBURN,A,1993-10-02,2.0,8.0
WESTHAM,CHELSEA,H,1993-10-02,7.0,8.0
TOTTENHAM,EVERTON,H,1993-10-03,9.0,6.0
MANCITY,OLDHAM,D,1993-10-04,10.0,2.0
ARSENAL,MANCITY,D,1993-10-16,8.0,8.0
CHELSEA,NORWICH,A,1993-10-16,7.0,10.0
COVENTRY,SOUTHAMPTON,D,1993-10-16,3.0,2.0
LIVERPOOL,OLDHAM,H,1993-10-16,4.0,2.0
MANUNITED,TOTTENHAM,H,1993-10-16,12.0,8.0
NEWCASTLE,QPR,A,1993-10-16,10.0,8.0
SHEFFIELDWEDS,WIMBLEDON,D,1993-10-16,5.0,8.0
SWINDON,EVERTON,D,1993-10-16,3.0,7.0
WESTHAM,ASTONVILLA,D,1993-10-16,8.0,6.0
IPSWICH,LEEDS,D,1993-10-17,2.0,13.0
BLACKBURN,SHEFFIELDUNITED,D,1993-10-18,8.0,3.0
ASTONVILLA,CHELSEA,H,1993-10-23,8.0,4.0
EVERTON,MANUNITED,A,1993-10-23,4.0,15.0
LEEDS,BLACKBURN,D,1993-10-23,11.0,6.0
MANCITY,LIVERPOOL,D,1993-10-23,6.0,5.0
NORWICH,WESTHAM,D,1993-10-23,11.0,8.0
OLDHAM,ARSENAL,D,1993-10-23,3.0,6.0
QPR,COVENTRY,H,1993-10-23,11.0,2.0
SHEFFIELDUNITED,SHEFFIELDWEDS,D,1993-10-23,3.0,6.0
TOTTENHAM,SWINDON,D,1993-10-23,8.0,3.0
SOUTHAMPTON,NEWCASTLE,H,1993-10-24,5.0,7.0
WIMBLEDON,IPSWICH,A,1993-10-25,5.0,5.0
ARSENAL,NORWICH,D,1993-10-30,7.0,11.0
BLACKBURN,TOTTENHAM,H,1993-10-30,9.0,5.0
CHELSEA,OLDHAM,A,1993-10-30,3.0,6.0
IPSWICH,EVERTON,A,1993-10-30,5.0,4.0
LIVERPOOL,SOUTHAMPTON,H,1993-10-30,8.0,5.0
MANUNITED,QPR,H,1993-10-30,15.0,10.0
NEWCASTLE,WIMBLEDON,H,1993-10-30,9.0,2.0
SHEFFIELDWEDS,LEEDS,D,1993-10-30,4.0,9.0
SWINDON,ASTONVILLA,A,1993-10-30,2.0,8.0
COVENTRY,SHEFFIELDUNITED,D,1993-10-31,2.0,4.0
WESTHAM,MANCITY,H,1993-11-01,8.0,6.0
ARSENAL,ASTONVILLA,A,1993-11-06,4.0,10.0
COVENTRY,EVERTON,H,1993-11-06,5.0,4.0
IPSWICH,SHEFFIELDWEDS,A,1993-11-06,4.0,6.0
LEEDS,CHELSEA,H,1993-11-06,9.0,0.0
LIVERPOOL,WESTHAM,H,1993-11-06,11.0,8.0
QPR,BLACKBURN,H,1993-11-06,12.0,8.0
SHEFFIELDUNITED,NORWICH,A,1993-11-06,4.0,11.0
SOUTHAMPTON,TOTTENHAM,H,1993-11-06,8.0,4.0
WIMBLEDON,SWINDON,H,1993-11-06,4.0,2.0
MANCITY,MANUNITED,A,1993-11-07,3.0,15.0
OLDHAM,NEWCASTLE,A,1993-11-08,5.0,9.0
ASTONVILLA,SHEFFIELDUNITED,H,1993-11-20,13.0,3.0
BLACKBURN,SOUTHAMPTON,H,1993-11-20,8.0,7.0
CHELSEA,ARSENAL,A,1993-11-20,0.0,6.0
EVERTON,QPR,A,1993-11-20,4.0,12.0
MANUNITED,WIMBLEDON,H,1993-11-20,15.0,4.0
NORWICH,MANCITY,D,1993-11-20,9.0,3.0
SHEFFIELDWEDS,COVENTRY,D,1993-11-20,7.0,6.0
SWINDON,IPSWICH,D,1993-11-20,3.0,5.0
TOTTENHAM,LEEDS,D,1993-11-20,2.0,7.0
WESTHAM,OLDHAM,H,1993-11-20,8.0,4.0
NEWCASTLE,LIVERPOOL,H,1993-11-21,9.0,10.0
CHELSEA,MANCITY,D,1993-11-22,1.0,3.0
BLACKBURN,COVENTRY,H,1993-11-23,10.0,5.0
EVERTON,LEEDS,D,1993-11-23,4.0,7.0
ASTONVILLA,SOUTHAMPTON,A,1993-11-24,12.0,9.0
MANUNITED,IPSWICH,D,1993-11-24,13.0,5.0
NEWCASTLE,SHEFFIELDUNITED,H,1993-11-24,12.0,2.0
SHEFFIELDWEDS,OLDHAM,H,1993-11-24,9.0,4.0
SWINDON,QPR,H,1993-11-24,5.0,9.0
TOTTENHAM,WIMBLEDON,D,1993-11-24,3.0,4.0
WESTHAM,ARSENAL,D,1993-11-24,8.0,6.0
ARSENAL,NEWCASTLE,H,1993-11-27,8.0,12.0
COVENTRY,MANUNITED,A,1993-11-27,5.0,13.0
IPSWICH,BLACKBURN,H,1993-11-27,5.0,9.0
LEEDS,SWINDON,H,1993-11-27,9.0,4.0
MANCITY,SHEFFIELDWEDS,A,1993-11-27,2.0,11.0
OLDHAM,NORWICH,H,1993-11-27,6.0,6.0
QPR,TOTTENHAM,D,1993-11-27,7.0,3.0
SHEFFIELDUNITED,CHELSEA,H,1993-11-27,4.0,1.0
WIMBLEDON,EVERTON,D,1993-11-27,5.0,5.0
LIVERPOOL,ASTONVILLA,H,1993-11-28,10.0,9.0
SOUTHAMPTON,WESTHAM,A,1993-11-29,6.0,10.0
COVENTRY,ARSENAL,H,1993-12-04,7.0,7.0
EVERTON,SOUTHAMPTON,H,1993-12-04,5.0,6.0
IPSWICH,OLDHAM,D,1993-12-04,6.0,4.0
LEEDS,MANCITY,H,1993-12-04,11.0,2.0
MANUNITED,NORWICH,D,1993-12-04,11.0,6.0
QPR,ASTONVILLA,D,1993-12-04,8.0,7.0
SHEFFIELDWEDS,LIVERPOOL,H,1993-12-04,13.0,9.0
SWINDON,SHEFFIELDUNITED,D,1993-12-04,5.0,4.0
TOTTENHAM,NEWCASTLE,A,1993-12-04,3.0,12.0
WIMBLEDON,WESTHAM,A,1993-12-04,5.0,10.0
BLACKBURN,CHELSEA,H,1993-12-05,9.0,1.0
ARSENAL,TOTTENHAM,D,1993-12-06,8.0,4.0
OLDHAM,SWINDON,H,1993-12-07,7.0,5.0
SHEFFIELDUNITED,MANUNITED,A,1993-12-07,4.0,11.0
ASTONVILLA,SHEFFIELDWEDS,D,1993-12-08,5.0,11.0
LIVERPOOL,QPR,H,1993-12-08,9.0,5.0
MANCITY,EVERTON,H,1993-12-08,5.0,5.0
SOUTHAMPTON,IPSWICH,A,1993-12-08,3.0,9.0
WESTHAM,LEEDS,A,1993-12-08,10.0,11.0
ASTONVILLA,WIMBLEDON,A,1993-12-11,2.0,5.0
CHELSEA,IPSWICH,D,1993-12-11,2.0,9.0
LIVERPOOL,SWINDON,D,1993-12-11,7.0,5.0
MANCITY,TOTTENHAM,A,1993-12-11,4.0,6.0
NEWCASTLE,MANUNITED,D,1993-12-11,10.0,9.0
OLDHAM,BLACKBURN,A,1993-12-11,7.0,12.0
SHEFFIELDUNITED,EVERTON,D,1993-12-11,5.0,6.0
SOUTHAMPTON,QPR,A,1993-12-11,3.0,5.0
WESTHAM,COVENTRY,H,1993-12-11,10.0,4.0
ARSENAL,SHEFFIELDWEDS,H,1993-12-12,8.0,10.0
NORWICH,LEEDS,H,1993-12-13,8.0,10.0
BLACKBURN,MANCITY,H,1993-12-18,12.0,3.0
COVENTRY,OLDHAM,D,1993-12-18,4.0,8.0
EVERTON,NEWCASTLE,A,1993-12-18,5.0,10.0
IPSWICH,NORWICH,H,1993-12-18,11.0,5.0
LEEDS,ARSENAL,H,1993-12-18,12.0,7.0
SHEFFIELDWEDS,WESTHAM,H,1993-12-18,10.0,9.0
SWINDON,SOUTHAMPTON,H,1993-12-18,5.0,0.0
TOTTENHAM,LIVERPOOL,D,1993-12-18,6.0,8.0
WIMBLEDON,SHEFFIELDUNITED,H,1993-12-18,8.0,5.0
MANUNITED,ASTONVILLA,H,1993-12-19,11.0,2.0
NEWCASTLE,LEEDS,D,1993-12-22,8.0,10.0
MANUNITED,BLACKBURN,D,1993-12-26,9.0,10.0
SHEFFIELDUNITED,LIVERPOOL,D,1993-12-26,3.0,6.0
WIMBLEDON,COVENTRY,A,1993-12-26,7.0,7.0
EVERTON,SHEFFIELDWEDS,A,1993-12-27,4.0,10.0
IPSWICH,WESTHAM,D,1993-12-27,9.0,7.0
QPR,OLDHAM,H,1993-12-27,8.0,5.0
SOUTHAMPTON,CHELSEA,H,1993-12-27,3.0,2.0
SWINDON,ARSENAL,A,1993-12-27,5.0,7.0
TOTTENHAM,NORWICH,A,1993-12-27,5.0,7.0
CHELSEA,NEWCASTLE,H,1993-12-28,4.0,8.0
LIVERPOOL,WIMBLEDON,D,1993-12-28,7.0,7.0
MANCITY,SOUTHAMPTON,D,1993-12-28,4.0,4.0
WESTHAM,TOTTENHAM,A,1993-12-28,4.0,8.0
ARSENAL,SHEFFIELDUNITED,H,1993-12-29,10.0,2.0
BLACKBURN,EVERTON,H,1993-12-29,13.0,1.0
LEEDS,QPR,D,1993-12-29,8.0,8.0
NORWICH,ASTONVILLA,A,1993-12-29,7.0,5.0
OLDHAM,MANUNITED,A,1993-12-29,4.0,11.0
SHEFFIELDWEDS,SWINDON,D,1993-12-29,8.0,5.0
ASTONVILLA,BLACKBURN,A,1994-01-01,4.0,13.0
EVERTON,WESTHAM,A,1994-01-01,1.0,7.0
IPSWICH,LIVERPOOL,A,1994-01-01,8.0,7.0
MANUNITED,LEEDS,D,1994-01-01,9.0,6.0
NEWCASTLE,MANCITY,H,1994-01-01,8.0,4.0
QPR,SHEFFIELDWEDS,A,1994-01-01,7.0,10.0
SHEFFIELDUNITED,OLDHAM,H,1994-01-01,5.0,1.0
SOUTHAMPTON,NORWICH,A,1994-01-01,4.0,9.0
SWINDON,CHELSEA,A,1994-01-01,5.0,7.0
TOTTENHAM,COVENTRY,A,1994-01-01,7.0,10.0
WIMBLEDON,ARSENAL,A,1994-01-01,7.0,12.0
ARSENAL,QPR,D,1994-01-03,10.0,8.0
CHELSEA,EVERTON,H,1994-01-03,10.0,0.0
COVENTRY,SWINDON,D,1994-01-03,8.0,5.0
SHEFFIELDWEDS,TOTTENHAM,H,1994-01-03,13.0,4.0
WESTHAM,SHEFFIELDUNITED,D,1994-01-03,5.0,5.0
LIVERPOOL,MANUNITED,D,1994-01-04,7.0,9.0
NORWICH,NEWCASTLE,A,1994-01-04,6.0,10.0
ASTONVILLA,WESTHAM,H,1994-01-15,6.0,5.0
EVERTON,SWINDON,H,1994-01-15,3.0,2.0
LEEDS,IPSWICH,D,1994-01-15,7.0,6.0
MANCITY,ARSENAL,D,1994-01-15,2.0,11.0
NORWICH,CHELSEA,D,1994-01-15,7.0,10.0
OLDHAM,LIVERPOOL,A,1994-01-15,1.0,9.0
SHEFFIELDUNITED,BLACKBURN,A,1994-01-15,5.0,13.0
SOUTHAMPTON,COVENTRY,H,1994-01-15,7.0,8.0
TOTTENHAM,MANUNITED,A,1994-01-15,3.0,9.0
WIMBLEDON,SHEFFIELDWEDS,H,1994-01-15,7.0,10.0
QPR,NEWCASTLE,A,1994-01-16,5.0,10.0
ARSENAL,OLDHAM,D,1994-01-22,9.0,1.0
CHELSEA,ASTONVILLA,D,1994-01-22,11.0,7.0
COVENTRY,QPR,A,1994-01-22,7.0,5.0
IPSWICH,WIMBLEDON,D,1994-01-22,6.0,5.0
LIVERPOOL,MANCITY,H,1994-01-22,11.0,2.0
MANUNITED,EVERTON,H,1994-01-22,11.0,3.0
NEWCASTLE,SOUTHAMPTON,A,1994-01-22,9.0,10.0
SHEFFIELDWEDS,SHEFFIELDUNITED,H,1994-01-22,10.0,4.0
SWINDON,TOTTENHAM,H,1994-01-22,5.0,3.0
BLACKBURN,LEEDS,H,1994-01-23,13.0,4.0
WESTHAM,NORWICH,D,1994-01-24,5.0,5.0
COVENTRY,IPSWICH,H,1994-02-02,7.0,3.0
BLACKBURN,WIMBLEDON,H,1994-02-05,15.0,5.0
EVERTON,CHELSEA,H,1994-02-05,6.0,8.0
MANCITY,IPSWICH,H,1994-02-05,5.0,2.0
NORWICH,LIVERPOOL,D,1994-02-05,6.0,11.0
OLDHAM,SOUTHAMPTON,H,1994-02-05,4.0,7.0
QPR,MANUNITED,A,1994-02-05,4.0,11.0
SWINDON,COVENTRY,H,1994-02-05,7.0,4.0
TOTTENHAM,SHEFFIELDWEDS,A,1994-02-05,0.0,12.0
ASTONVILLA,LEEDS,H,1994-02-06,10.0,3.0
ASTONVILLA,SWINDON,H,1994-02-12,10.0,7.0
EVERTON,IPSWICH,D,1994-02-12,7.0,3.0
MANCITY,WESTHAM,D,1994-02-12,5.0,6.0
OLDHAM,CHELSEA,H,1994-02-12,7.0,5.0
SHEFFIELDUNITED,COVENTRY,D,1994-02-12,5.0,4.0
TOTTENHAM,BLACKBURN,A,1994-02-12,0.0,15.0
WIMBLEDON,NEWCASTLE,H,1994-02-12,7.0,9.0
NORWICH,ARSENAL,D,1994-02-13,4.0,7.0
SOUTHAMPTON,LIVERPOOL,H,1994-02-14,9.0,8.0
BLACKBURN,NEWCASTLE,H,1994-02-19,15.0,6.0
COVENTRY,MANCITY,H,1994-02-19,7.0,5.0
EVERTON,ARSENAL,D,1994-02-19,8.0,5.0
LEEDS,LIVERPOOL,H,1994-02-19,5.0,7.0
SWINDON,NORWICH,D,1994-02-19,7.0,5.0
ASTONVILLA,MANCITY,D,1994-02-22,11.0,5.0
NORWICH,BLACKBURN,D,1994-02-22,5.0,13.0
NEWCASTLE,COVENTRY,H,1994-02-23,6.0,7.0
ARSENAL,BLACKBURN,H,1994-02-26,7.0,10.0
IPSWICH,SHEFFIELDUNITED,H,1994-02-26,5.0,2.0
LIVERPOOL,COVENTRY,H,1994-02-26,7.0,4.0
MANCITY,SWINDON,H,1994-02-26,8.0,7.0
NORWICH,SHEFFIELDWEDS,D,1994-02-26,5.0,10.0
SOUTHAMPTON,WIMBLEDON,H,1994-02-26,12.0,7.0
WESTHAM,MANUNITED,D,1994-02-26,4.0,11.0
CHELSEA,TOTTENHAM,H,1994-02-27,5.0,0.0
OLDHAM,LEEDS,D,1994-02-28,8.0,5.0
TOTTENHAM,ASTONVILLA,D,1994-03-02,1.0,9.0
BLACKBURN,LIVERPOOL,H,1994-03-05,10.0,4.0
EVERTON,OLDHAM,H,1994-03-05,8.0,8.0
IPSWICH,ARSENAL,A,1994-03-05,4.0,9.0
LEEDS,SOUTHAMPTON,D,1994-03-05,5.0,10.0
MANUNITED,CHELSEA,A,1994-03-05,10.0,7.0
QPR,MANCITY,D,1994-03-05,5.0,6.0
SHEFFIELDWEDS,NEWCASTLE,A,1994-03-05,7.0,6.0
SWINDON,WESTHAM,D,1994-03-05,5.0,4.0
TOTTENHAM,SHEFFIELDUNITED,D,1994-03-05,2.0,2.0
WIMBLEDON,NORWICH,H,1994-03-05,7.0,4.0
COVENTRY,ASTONVILLA,A,1994-03-06,4.0,11.0
ASTONVILLA,IPSWICH,A,1994-03-12,8.0,7.0
MANCITY,WIMBLEDON,A,1994-03-12,5.0,9.0
NEWCASTLE,SWINDON,H,1994-03-12,9.0,2.0
NORWICH,QPR,A,1994-03-12,3.0,7.0
SOUTHAMPTON,SHEFFIELDWEDS,D,1994-03-12,8.0,8.0
LIVERPOOL,EVERTON,H,1994-03-13,6.0,8.0
SHEFFIELDUNITED,LEEDS,D,1994-03-13,3.0,6.0
CHELSEA,WIMBLEDON,H,1994-03-16,9.0,9.0
LEEDS,ASTONVILLA,H,1994-03-16,9.0,5.0
MANUNITED,SHEFFIELDWEDS,H,1994-03-16,10.0,5.0
SHEFFIELDUNITED,QPR,D,1994-03-16,4.0,8.0
ASTONVILLA,OLDHAM,A,1994-03-19,4.0,10.0
LEEDS,COVENTRY,H,1994-03-19,9.0,3.0
LIVERPOOL,CHELSEA,H,1994-03-19,9.0,9.0
MANCITY,SHEFFIELDUNITED,D,1994-03-19,6.0,4.0
QPR,WIMBLEDON,H,1994-03-19,8.0,6.0
SOUTHAMPTON,ARSENAL,A,1994-03-19,8.0,11.0
SWINDON,MANUNITED,D,1994-03-19,3.0,8.0
TOTTENHAM,IPSWICH,D,1994-03-19,3.0,8.0
WESTHAM,NEWCASTLE,A,1994-03-19,4.0,12.0
SHEFFIELDWEDS,BLACKBURN,A,1994-03-20,2.0,10.0
NORWICH,EVERTON,H,1994-03-21,5.0,5.0
ARSENAL,MANUNITED,D,1994-03-22,11.0,6.0
NEWCASTLE,IPSWICH,H,1994-03-22,15.0,7.0
ARSENAL,LIVERPOOL,H,1994-03-26,13.0,9.0
BLACKBURN,SWINDON,H,1994-03-26,10.0,2.0
CHELSEA,WESTHAM,H,1994-03-26,12.0,3.0
COVENTRY,NORWICH,H,1994-03-26,3.0,4.0
EVERTON,TOTTENHAM,A,1994-03-26,4.0,6.0
IPSWICH,QPR,A,1994-03-26,4.0,11.0
OLDHAM,MANCITY,D,1994-03-26,8.0,6.0
SHEFFIELDUNITED,SOUTHAMPTON,D,1994-03-26,5.0,6.0
WIMBLEDON,LEEDS,H,1994-03-27,9.0,8.0
SHEFFIELDUNITED,WESTHAM,H,1994-03-28,7.0,2.0
IPSWICH,MANCITY,D,1994-03-29,5.0,4.0
NEWCASTLE,NORWICH,H,1994-03-29,15.0,3.0
WIMBLEDON,BLACKBURN,H,1994-03-29,9.0,9.0
ASTONVILLA,EVERTON,D,1994-03-30,4.0,4.0
MANUNITED,LIVERPOOL,H,1994-03-30,8.0,6.0
SHEFFIELDWEDS,CHELSEA,H,1994-03-30,4.0,9.0
SOUTHAMPTON,OLDHAM,A,1994-03-30,3.0,8.0
LEEDS,NEWCASTLE,D,1994-04-01,8.0,13.0
ARSENAL,SWINDON,D,1994-04-02,11.0,3.0
BLACKBURN,MANUNITED,H,1994-04-02,12.0,8.0
CHELSEA,SOUTHAMPTON,H,1994-04-02,9.0,2.0
COVENTRY,WIMBLEDON,A,1994-04-02,3.0,9.0
LIVERPOOL,SHEFFIELDUNITED,A,1994-04-02,6.0,9.0
MANCITY,ASTONVILLA,H,1994-04-02,6.0,1.0
NORWICH,TOTTENHAM,A,1994-04-02,3.0,9.0
OLDHAM,QPR,H,1994-04-02,10.0,10.0
SHEFFIELDWEDS,EVERTON,H,1994-04-02,7.0,1.0
WESTHAM,IPSWICH,H,1994-04-02,4.0,2.0
ASTONVILLA,NORWICH,D,1994-04-04,2.0,4.0
EVERTON,BLACKBURN,A,1994-04-04,1.0,12.0
IPSWICH,COVENTRY,A,1994-04-04,1.0,6.0
MANUNITED,OLDHAM,H,1994-04-04,8.0,10.0
NEWCASTLE,CHELSEA,D,1994-04-04,11.0,7.0
QPR,LEEDS,A,1994-04-04,7.0,10.0
SHEFFIELDUNITED,ARSENAL,D,1994-04-04,9.0,9.0
SOUTHAMPTON,MANCITY,A,1994-04-04,1.0,9.0
SWINDON,SHEFFIELDWEDS,A,1994-04-04,2.0,9.0
TOTTENHAM,WESTHAM,A,1994-04-04,8.0,6.0
WIMBLEDON,LIVERPOOL,D,1994-04-04,10.0,4.0
COVENTRY,TOTTENHAM,H,1994-04-09,9.0,7.0
LIVERPOOL,IPSWICH,H,1994-04-09,4.0,1.0
MANCITY,NEWCASTLE,H,1994-04-09,11.0,8.0
NORWICH,SOUTHAMPTON,A,1994-04-09,1.0,4.0
SHEFFIELDWEDS,QPR,H,1994-04-09,12.0,6.0
WESTHAM,EVERTON,A,1994-04-09,6.0,4.0
BLACKBURN,ASTONVILLA,H,1994-04-11,12.0,2.0
QPR,CHELSEA,D,1994-04-13,4.0,8.0
ARSENAL,CHELSEA,H,1994-04-16,9.0,5.0
COVENTRY,SHEFFIELDWEDS,D,1994-04-16,10.0,13.0
IPSWICH,SWINDON,D,1994-04-16,2.0,3.0
LIVERPOOL,NEWCASTLE,A,1994-04-16,4.0,8.0
MANCITY,NORWICH,D,1994-04-16,11.0,2.0
OLDHAM,WESTHAM,A,1994-04-16,7.0,9.0
QPR,EVERTON,H,1994-04-16,4.0,4.0
SHEFFIELDUNITED,ASTONVILLA,A,1994-04-16,8.0,5.0
SOUTHAMPTON,BLACKBURN,H,1994-04-16,6.0,9.0
WIMBLEDON,MANUNITED,H,1994-04-16,13.0,7.0
LEEDS,TOTTENHAM,H,1994-04-17,10.0,6.0
ARSENAL,WIMBLEDON,D,1994-04-19,9.0,11.0
ASTONVILLA,ARSENAL,A,1994-04-23,4.0,9.0
CHELSEA,LEEDS,D,1994-04-23,6.0,8.0
EVERTON,COVENTRY,D,1994-04-23,4.0,8.0
MANUNITED,MANCITY,H,1994-04-23,9.0,10.0
NEWCASTLE,OLDHAM,H,1994-04-23,8.0,6.0
NORWICH,SHEFFIELDUNITED,A,1994-04-23,2.0,10.0
SHEFFIELDWEDS,IPSWICH,H,1994-04-23,13.0,1.0
SWINDON,WIMBLEDON,A,1994-04-23,2.0,11.0
TOTTENHAM,SOUTHAMPTON,H,1994-04-23,6.0,6.0
